ConductanceBubbleGraph 
t space sac/bip/ica g 
511 -8.75 sac 0.000412348
512 -8.75 sac 0.000373061
513 -8.75 sac 0.000337517
514 -8.75 sac 0.00030536
515 -8.75 sac 0.000276267
516 -8.75 sac 0.000249945
517 -8.75 sac 0.000226131
518 -8.75 sac 0.000204586
519 -8.75 sac 0.000185094
520 -8.75 sac 0.000167459
521 -8.75 sac 0.000151504
522 -8.75 sac 0.00013707
523 -8.75 sac 0.00012401
524 -8.75 sac 0.000112195
525 -8.75 sac 0.000101506
526 -8.75 sac 9.18346e-05
527 -8.75 sac 8.3085e-05
528 -8.75 sac 7.5169e-05
529 -8.75 sac 6.80072e-05
530 -8.75 sac 6.15277e-05
531 -8.75 sac 5.56656e-05
532 -8.75 sac 5.0362e-05
533 -8.75 sac 4.55637e-05
534 -8.75 sac 4.12226e-05
535 -8.75 sac 3.72951e-05
536 -8.75 sac 3.37418e-05
537 -8.75 sac 3.0527e-05
538 -8.75 sac 2.76185e-05
539 -8.75 sac 2.49871e-05
540 -8.75 sac 2.26065e-05
541 -8.75 sac 2.04526e-05
542 -8.75 sac 1.8504e-05
543 -8.75 sac 1.6741e-05
544 -8.75 sac 1.5146e-05
545 -8.75 sac 1.37029e-05
546 -8.75 sac 1.23974e-05
547 -8.75 sac 1.12162e-05
548 -8.75 sac 1.01476e-05
549 -8.75 sac 9.18075e-06
550 -8.75 sac 8.30605e-06
551 -8.75 sac 7.51468e-06
552 -8.75 sac 6.79871e-06
553 -8.75 sac 6.15096e-06
554 -8.75 sac 5.56492e-06
555 -8.75 sac 5.03472e-06
556 -8.75 sac 4.55503e-06
557 -8.75 sac 4.12105e-06
558 -8.75 sac 3.72841e-06
559 -8.75 sac 3.37318e-06
560 -8.75 sac 3.0518e-06
561 -8.75 sac 2.76104e-06
562 -8.75 sac 2.49798e-06
563 -8.75 sac 2.25998e-06
564 -8.75 sac 2.04466e-06
565 -8.75 sac 1.84985e-06
566 -8.75 sac 1.67361e-06
567 -8.75 sac 1.51415e-06
568 -8.75 sac 1.36989e-06
569 -8.75 sac 1.23937e-06
570 -8.75 sac 1.12129e-06
571 -8.75 sac 1.01446e-06
572 -8.75 sac 9.17805e-07
573 -8.75 sac 8.3036e-07
574 -8.75 sac 7.51247e-07
575 -8.75 sac 6.79671e-07
576 -8.75 sac 6.14915e-07
577 -8.75 sac 5.56328e-07
578 -8.75 sac 5.03324e-07
579 -8.75 sac 4.55369e-07
580 -8.75 sac 4.11983e-07
581 -8.75 sac 3.72731e-07
582 -8.75 sac 3.37219e-07
583 -8.75 sac 3.0509e-07
584 -8.75 sac 2.76022e-07
585 -8.75 sac 2.49724e-07
586 -8.75 sac 2.25931e-07
587 -8.75 sac 2.04406e-07
588 -8.75 sac 1.84931e-07
589 -8.75 sac 1.67311e-07
590 -8.75 sac 1.51371e-07
591 -8.75 sac 1.36949e-07
592 -8.75 sac 1.23901e-07
593 -8.75 sac 1.12096e-07
594 -8.75 sac 1.01416e-07
595 -8.75 sac 9.17534e-08
596 -8.75 sac 8.30115e-08
597 -8.75 sac 7.51025e-08
598 -8.75 sac 6.79471e-08
599 -8.75 sac 6.14734e-08
600 -8.75 sac 5.56164e-08
601 -8.75 sac 5.03175e-08
602 -8.75 sac 4.55235e-08
603 -8.75 sac 4.11862e-08
604 -8.75 sac 3.72621e-08
605 -8.75 sac 3.3712e-08
606 -8.75 sac 3.05e-08
607 -8.75 sac 2.75941e-08
608 -8.75 sac 2.49651e-08
609 -8.75 sac 2.25865e-08
610 -8.75 sac 2.04345e-08
611 -8.75 sac 1.84876e-08
612 -8.75 sac 1.67262e-08
613 -8.75 sac 1.51326e-08
614 -8.75 sac 1.36908e-08
615 -8.75 sac 1.23864e-08
616 -8.75 sac 1.12063e-08
617 -8.75 sac 1.01386e-08
618 -8.75 sac 9.17264e-09
619 -8.75 sac 8.29871e-09
620 -8.75 sac 7.50804e-09
621 -8.75 sac 6.79271e-09
622 -8.75 sac 6.14552e-09
623 -8.75 sac 5.56e-09
624 -8.75 sac 5.03027e-09
625 -8.75 sac 4.55101e-09
626 -8.75 sac 4.11741e-09
627 -8.75 sac 3.72512e-09
628 -8.75 sac 3.3702e-09
629 -8.75 sac 3.0491e-09
630 -8.75 sac 2.7586e-09
631 -8.75 sac 2.49577e-09
632 -8.75 sac 2.25798e-09
633 -8.75 sac 2.04285e-09
634 -8.75 sac 1.84822e-09
635 -8.75 sac 1.67213e-09
636 -8.75 sac 1.51281e-09
637 -8.75 sac 1.36868e-09
638 -8.75 sac 1.23828e-09
639 -8.75 sac 1.1203e-09
640 -8.75 sac 1.01356e-09
641 -8.75 sac 9.16993e-10
642 -8.75 sac 8.29626e-10
643 -8.75 sac 7.50583e-10
644 -8.75 sac 6.7907e-10
645 -8.75 sac 6.14371e-10
646 -8.75 sac 5.55837e-10
647 -8.75 sac 5.02879e-10
648 -8.75 sac 4.54967e-10
649 -8.75 sac 4.11619e-10
650 -8.75 sac 3.72402e-10
651 -8.75 sac 3.36921e-10
652 -8.75 sac 3.04821e-10
653 -8.75 sac 2.75778e-10
654 -8.75 sac 2.49503e-10
655 -8.75 sac 2.25732e-10
656 -8.75 sac 2.04225e-10
657 -8.75 sac 1.84767e-10
658 -8.75 sac 1.67163e-10
659 -8.75 sac 1.51237e-10
660 -8.75 sac 1.36828e-10
661 -8.75 sac 1.23791e-10
662 -8.75 sac 1.11997e-10
663 -8.75 sac 1.01326e-10
664 -8.75 sac 9.16723e-11
665 -8.75 sac 8.29382e-11
666 -8.75 sac 7.50362e-11
667 -8.75 sac 6.7887e-11
668 -8.75 sac 6.1419e-11
669 -8.75 sac 5.55673e-11
670 -8.75 sac 5.02731e-11
671 -8.75 sac 4.54832e-11
672 -8.75 sac 4.11498e-11
673 -8.75 sac 3.72292e-11
674 -8.75 sac 3.36822e-11
675 -8.75 sac 3.04731e-11
676 -8.75 sac 2.75697e-11
677 -8.75 sac 2.4943e-11
678 -8.75 sac 2.25665e-11
679 -8.75 sac 2.04165e-11
680 -8.75 sac 1.84713e-11
681 -8.75 sac 1.67114e-11
682 -8.75 sac 1.51192e-11
683 -8.75 sac 1.36787e-11
684 -8.75 sac 1.23755e-11
685 -8.75 sac 1.11964e-11
686 -8.75 sac 1.01296e-11
375 -8.75 sac 1.48358
376 -8.75 sac 2.43432
377 -8.75 sac 2.98381
378 -8.75 sac 3.25866
379 -8.75 sac 3.34826
380 -8.75 sac 3.31552
381 -8.75 sac 3.20447
382 -8.75 sac 3.04572
383 -8.75 sac 2.86041
384 -8.75 sac 2.66292
385 -8.75 sac 2.4629
386 -8.75 sac 2.26667
387 -8.75 sac 2.0782
388 -8.75 sac 3.38344
389 -8.75 sac 4.16725
390 -8.75 sac 4.5617
391 -8.75 sac 4.69342
392 -8.75 sac 4.65148
393 -8.75 sac 5.98185
394 -8.75 sac 6.71148
395 -8.75 sac 7.00192
396 -8.75 sac 7.00016
397 -8.75 sac 6.8093
398 -8.75 sac 6.50119
399 -8.75 sac 6.12553
400 -8.75 sac 5.71632
401 -8.75 sac 5.29649
402 -8.75 sac 4.88116
403 -8.75 sac 4.47999
404 -8.75 sac 4.09887
405 -8.75 sac 3.74106
406 -8.75 sac 3.40804
407 -8.75 sac 3.10008
408 -8.75 sac 2.8167
409 -8.75 sac 2.55691
410 -8.75 sac 2.31944
411 -8.75 sac 2.10284
412 -8.75 sac 1.90563
413 -8.75 sac 1.72632
414 -8.75 sac 1.56345
415 -8.75 sac 1.41564
416 -8.75 sac 1.28159
417 -8.75 sac 1.16007
418 -8.75 sac 1.04997
419 -8.75 sac 0.950233
420 -8.75 sac 0.859915
421 -8.75 sac 0.77814
422 -8.75 sac 0.704113
423 -8.75 sac 0.637107
424 -8.75 sac 0.576463
425 -8.75 sac 0.52158
426 -8.75 sac 0.471915
427 -8.75 sac 0.426974
428 -8.75 sac 0.386308
429 -8.75 sac 0.349513
430 -8.75 sac 0.31622
431 -8.75 sac 0.286098
432 -8.75 sac 0.258843
433 -8.75 sac 0.234185
434 -8.75 sac 0.211874
435 -8.75 sac 0.191689
436 -8.75 sac 0.173427
437 -8.75 sac 0.156904
438 -8.75 sac 0.141956
439 -8.75 sac 0.128431
440 -8.75 sac 0.116195
441 -8.75 sac 0.105125
442 -8.75 sac 0.0951089
443 -8.75 sac 0.0860474
444 -8.75 sac 0.0778492
445 -8.75 sac 0.0704321
446 -8.75 sac 0.0637217
447 -8.75 sac 0.0576506
448 -8.75 sac 0.0521579
449 -8.75 sac 0.0471885
450 -8.75 sac 0.0426926
451 -8.75 sac 0.038625
452 -8.75 sac 0.034945
453 -8.75 sac 0.0316156
454 -8.75 sac 0.0286034
455 -8.75 sac 0.0258782
456 -8.75 sac 0.0234126
457 -8.75 sac 0.021182
458 -8.75 sac 0.0191638
459 -8.75 sac 0.017338
460 -8.75 sac 0.0156861
461 -8.75 sac 0.0141916
462 -8.75 sac 0.0128395
463 -8.75 sac 0.0116162
464 -8.75 sac 0.0105094
465 -8.75 sac 0.00950814
466 -8.75 sac 0.00860224
467 -8.75 sac 0.00778266
468 -8.75 sac 0.00704116
469 -8.75 sac 0.0063703
470 -8.75 sac 0.00576337
471 -8.75 sac 0.00521426
472 -8.75 sac 0.00471746
473 -8.75 sac 0.004268
474 -8.75 sac 0.00386137
475 -8.75 sac 0.00349347
476 -8.75 sac 0.00316063
477 -8.75 sac 0.0028595
478 -8.75 sac 0.00258706
479 -8.75 sac 0.00234057
480 -8.75 sac 0.00211757
481 -8.75 sac 0.00191582
482 -8.75 sac 0.00173329
483 -8.75 sac 0.00156815
484 -8.75 sac 0.00141874
485 -8.75 sac 0.00128357
486 -8.75 sac 0.00116128
487 -8.75 sac 0.00105063
488 -8.75 sac 0.000950534
489 -8.75 sac 0.000859971
490 -8.75 sac 0.000778036
491 -8.75 sac 0.000703908
492 -8.75 sac 0.000636843
493 -8.75 sac 0.000576167
494 -8.75 sac 0.000521272
495 -8.75 sac 0.000471607
496 -8.75 sac 0.000426675
497 -8.75 sac 0.000386023
498 -8.75 sac 0.000349244
499 -8.75 sac 0.00031597
500 -8.75 sac 0.000285865
501 -8.75 sac 0.000258629
502 -8.75 sac 0.000233988
503 -8.75 sac 0.000211695
504 -8.75 sac 0.000191525
505 -8.75 sac 0.000173278
506 -8.75 sac 0.000156768
507 -8.75 sac 0.000141832
508 -8.75 sac 0.000128319
509 -8.75 sac 0.000116093
510 -8.75 sac 0.000105032
511 -8.75 sac 9.50253e-05
512 -8.75 sac 8.59717e-05
513 -8.75 sac 7.77807e-05
514 -8.75 sac 7.03701e-05
515 -8.75 sac 6.36655e-05
516 -8.75 sac 5.75997e-05
517 -8.75 sac 5.21119e-05
518 -8.75 sac 4.71469e-05
519 -8.75 sac 4.26549e-05
520 -8.75 sac 3.85909e-05
521 -8.75 sac 3.49141e-05
522 -8.75 sac 3.15877e-05
523 -8.75 sac 2.85781e-05
524 -8.75 sac 2.58553e-05
525 -8.75 sac 2.33919e-05
526 -8.75 sac 2.11632e-05
527 -8.75 sac 1.91469e-05
528 -8.75 sac 1.73227e-05
529 -8.75 sac 1.56722e-05
530 -8.75 sac 1.4179e-05
531 -8.75 sac 1.28281e-05
532 -8.75 sac 1.16059e-05
533 -8.75 sac 1.05001e-05
534 -8.75 sac 9.49973e-06
535 -8.75 sac 8.59464e-06
536 -8.75 sac 7.77578e-06
537 -8.75 sac 7.03493e-06
538 -8.75 sac 6.36467e-06
539 -8.75 sac 5.75827e-06
540 -8.75 sac 5.20965e-06
541 -8.75 sac 4.7133e-06
542 -8.75 sac 4.26423e-06
543 -8.75 sac 3.85795e-06
544 -8.75 sac 3.49038e-06
545 -8.75 sac 3.15783e-06
546 -8.75 sac 2.85697e-06
547 -8.75 sac 2.58477e-06
548 -8.75 sac 2.3385e-06
549 -8.75 sac 2.1157e-06
550 -8.75 sac 1.91412e-06
551 -8.75 sac 1.73176e-06
552 -8.75 sac 1.56676e-06
553 -8.75 sac 1.41749e-06
554 -8.75 sac 1.28243e-06
555 -8.75 sac 1.16025e-06
556 -8.75 sac 1.04971e-06
557 -8.75 sac 9.49694e-07
558 -8.75 sac 8.59211e-07
559 -8.75 sac 7.77349e-07
560 -8.75 sac 7.03286e-07
561 -8.75 sac 6.3628e-07
562 -8.75 sac 5.75658e-07
563 -8.75 sac 5.20811e-07
564 -8.75 sac 4.71191e-07
565 -8.75 sac 4.26298e-07
566 -8.75 sac 3.85682e-07
567 -8.75 sac 3.48936e-07
568 -8.75 sac 3.1569e-07
569 -8.75 sac 2.85613e-07
570 -8.75 sac 2.58401e-07
571 -8.75 sac 2.33781e-07
572 -8.75 sac 2.11508e-07
573 -8.75 sac 1.91356e-07
574 -8.75 sac 1.73124e-07
575 -8.75 sac 1.5663e-07
576 -8.75 sac 1.41707e-07
577 -8.75 sac 1.28206e-07
578 -8.75 sac 1.15991e-07
579 -8.75 sac 1.0494e-07
580 -8.75 sac 9.49414e-08
581 -8.75 sac 8.58958e-08
582 -8.75 sac 7.7712e-08
583 -8.75 sac 7.03079e-08
584 -8.75 sac 6.36092e-08
585 -8.75 sac 5.75488e-08
586 -8.75 sac 5.20658e-08
587 -8.75 sac 4.71052e-08
588 -8.75 sac 4.26172e-08
589 -8.75 sac 3.85568e-08
590 -8.75 sac 3.48833e-08
591 -8.75 sac 3.15597e-08
592 -8.75 sac 2.85529e-08
593 -8.75 sac 2.58325e-08
594 -8.75 sac 2.33713e-08
595 -8.75 sac 2.11445e-08
596 -8.75 sac 1.913e-08
597 -8.75 sac 1.73073e-08
598 -8.75 sac 1.56584e-08
599 -8.75 sac 1.41665e-08
600 -8.75 sac 1.28168e-08
601 -8.75 sac 1.15957e-08
602 -8.75 sac 1.04909e-08
603 -8.75 sac 9.49134e-09
604 -8.75 sac 8.58704e-09
605 -8.75 sac 7.76891e-09
606 -8.75 sac 7.02872e-09
607 -8.75 sac 6.35905e-09
608 -8.75 sac 5.75319e-09
609 -8.75 sac 5.20505e-09
610 -8.75 sac 4.70913e-09
611 -8.75 sac 4.26046e-09
612 -8.75 sac 3.85454e-09
613 -8.75 sac 3.4873e-09
614 -8.75 sac 3.15504e-09
615 -8.75 sac 2.85444e-09
616 -8.75 sac 2.58248e-09
617 -8.75 sac 2.33644e-09
618 -8.75 sac 2.11383e-09
619 -8.75 sac 1.91243e-09
620 -8.75 sac 1.73022e-09
621 -8.75 sac 1.56538e-09
622 -8.75 sac 1.41623e-09
623 -8.75 sac 1.2813e-09
624 -8.75 sac 1.15922e-09
625 -8.75 sac 1.04878e-09
626 -8.75 sac 9.48854e-10
627 -8.75 sac 8.58451e-10
628 -8.75 sac 7.76662e-10
629 -8.75 sac 7.02665e-10
630 -8.75 sac 6.35718e-10
631 -8.75 sac 5.75149e-10
632 -8.75 sac 5.20351e-10
633 -8.75 sac 4.70774e-10
634 -8.75 sac 4.25921e-10
635 -8.75 sac 3.85341e-10
636 -8.75 sac 3.48627e-10
637 -8.75 sac 3.15411e-10
638 -8.75 sac 2.8536e-10
639 -8.75 sac 2.58172e-10
640 -8.75 sac 2.33575e-10
641 -8.75 sac 2.11321e-10
642 -8.75 sac 1.91187e-10
643 -8.75 sac 1.72971e-10
644 -8.75 sac 1.56491e-10
645 -8.75 sac 1.41582e-10
646 -8.75 sac 1.28092e-10
647 -8.75 sac 1.15888e-10
648 -8.75 sac 1.04847e-10
649 -8.75 sac 9.48575e-11
650 -8.75 sac 8.58198e-11
651 -8.75 sac 7.76433e-11
652 -8.75 sac 7.02458e-11
653 -8.75 sac 6.3553e-11
654 -8.75 sac 5.7498e-11
655 -8.75 sac 5.20198e-11
656 -8.75 sac 4.70636e-11
657 -8.75 sac 4.25795e-11
658 -8.75 sac 3.85227e-11
659 -8.75 sac 3.48524e-11
660 -8.75 sac 3.15319e-11
661 -8.75 sac 2.85276e-11
662 -8.75 sac 2.58096e-11
663 -8.75 sac 2.33506e-11
664 -8.75 sac 2.11258e-11
665 -8.75 sac 1.91131e-11
666 -8.75 sac 1.72921e-11
667 -8.75 sac 1.56445e-11
668 -8.75 sac 1.4154e-11
669 -8.75 sac 1.28055e-11
670 -8.75 sac 1.15854e-11
671 -8.75 sac 1.04816e-11
388 -17.5 sac 1.48358
389 -17.5 sac 3.9179
390 -17.5 sac 5.41813
391 -17.5 sac 9.20963
392 -17.5 sac 11.4756
393 -17.5 sac 12.6314
394 -17.5 sac 13.0373
395 -17.5 sac 12.9467
396 -17.5 sac 12.5372
397 -17.5 sac 11.9323
398 -17.5 sac 11.2173
399 -17.5 sac 10.4504
400 -17.5 sac 9.6707
401 -17.5 sac 8.90386
402 -17.5 sac 8.16612
403 -17.5 sac 7.46721
404 -17.5 sac 6.81238
405 -17.5 sac 6.20384
406 -17.5 sac 5.64175
407 -17.5 sac 5.12497
408 -17.5 sac 4.65152
409 -17.5 sac 4.21896
410 -17.5 sac 3.8246
411 -17.5 sac 3.46564
412 -17.5 sac 3.13934
413 -17.5 sac 2.84302
414 -17.5 sac 2.57414
415 -17.5 sac 2.33031
416 -17.5 sac 2.10931
417 -17.5 sac 1.90907
418 -17.5 sac 1.72771
419 -17.5 sac 1.56347
420 -17.5 sac 1.41478
421 -17.5 sac 1.28017
422 -17.5 sac 1.15834
423 -17.5 sac 1.04808
424 -17.5 sac 0.948291
425 -17.5 sac 0.857992
426 -17.5 sac 0.776282
427 -17.5 sac 0.702347
428 -17.5 sac 0.635448
429 -17.5 sac 0.574919
430 -17.5 sac 0.520152
431 -17.5 sac 0.470601
432 -17.5 sac 0.425769
433 -17.5 sac 0.385207
434 -17.5 sac 0.348508
435 -17.5 sac 0.315306
436 -17.5 sac 0.285266
437 -17.5 sac 0.258088
438 -17.5 sac 0.233499
439 -17.5 sac 0.211253
440 -17.5 sac 0.191126
441 -17.5 sac 0.172916
442 -17.5 sac 0.156442
443 -17.5 sac 0.141537
444 -17.5 sac 0.128052
445 -17.5 sac 0.115852
446 -17.5 sac 0.104814
447 -17.5 sac 0.0948275
448 -17.5 sac 0.0857928
449 -17.5 sac 0.0776188
450 -17.5 sac 0.0702236
451 -17.5 sac 0.063533
452 -17.5 sac 0.0574799
453 -17.5 sac 0.0520034
454 -17.5 sac 0.0470488
455 -17.5 sac 0.0425661
456 -17.5 sac 0.0385106
457 -17.5 sac 0.0348415
458 -17.5 sac 0.0315219
459 -17.5 sac 0.0285187
460 -17.5 sac 0.0258015
461 -17.5 sac 0.0233433
462 -17.5 sac 0.0211192
463 -17.5 sac 0.0191071
464 -17.5 sac 0.0172866
465 -17.5 sac 0.0156396
466 -17.5 sac 0.0141495
467 -17.5 sac 0.0128014
468 -17.5 sac 0.0115818
469 -17.5 sac 0.0104783
470 -17.5 sac 0.00947997
471 -17.5 sac 0.00857676
472 -17.5 sac 0.0077596
473 -17.5 sac 0.0070203
474 -17.5 sac 0.00635143
475 -17.5 sac 0.00574629
476 -17.5 sac 0.00519881
477 -17.5 sac 0.00470349
478 -17.5 sac 0.00425536
479 -17.5 sac 0.00384993
480 -17.5 sac 0.00348312
481 -17.5 sac 0.00315127
482 -17.5 sac 0.00285103
483 -17.5 sac 0.00257939
484 -17.5 sac 0.00233364
485 -17.5 sac 0.0021113
486 -17.5 sac 0.00191014
487 -17.5 sac 0.00172815
488 -17.5 sac 0.0015635
489 -17.5 sac 0.00141454
490 -17.5 sac 0.00127977
491 -17.5 sac 0.00115784
492 -17.5 sac 0.00104752
493 -17.5 sac 0.000947718
494 -17.5 sac 0.000857423
495 -17.5 sac 0.000775731
496 -17.5 sac 0.000701823
497 -17.5 sac 0.000634956
498 -17.5 sac 0.00057446
499 -17.5 sac 0.000519728
500 -17.5 sac 0.00047021
501 -17.5 sac 0.000425411
502 -17.5 sac 0.000384879
503 -17.5 sac 0.00034821
504 -17.5 sac 0.000315034
505 -17.5 sac 0.000285019
506 -17.5 sac 0.000257863
507 -17.5 sac 0.000233295
508 -17.5 sac 0.000211068
509 -17.5 sac 0.000190958
510 -17.5 sac 0.000172764
511 -17.5 sac 0.000156304
512 -17.5 sac 0.000141412
513 -17.5 sac 0.000127939
514 -17.5 sac 0.000115749
515 -17.5 sac 0.000104721
516 -17.5 sac 9.47439e-05
517 -17.5 sac 8.57171e-05
518 -17.5 sac 7.75503e-05
519 -17.5 sac 7.01616e-05
520 -17.5 sac 6.34769e-05
521 -17.5 sac 5.74291e-05
522 -17.5 sac 5.19575e-05
523 -17.5 sac 4.70072e-05
524 -17.5 sac 4.25285e-05
525 -17.5 sac 3.84766e-05
526 -17.5 sac 3.48107e-05
527 -17.5 sac 3.14941e-05
528 -17.5 sac 2.84935e-05
529 -17.5 sac 2.57787e-05
530 -17.5 sac 2.33226e-05
531 -17.5 sac 2.11005e-05
532 -17.5 sac 1.90902e-05
533 -17.5 sac 1.72713e-05
534 -17.5 sac 1.56258e-05
535 -17.5 sac 1.4137e-05
536 -17.5 sac 1.27901e-05
537 -17.5 sac 1.15715e-05
538 -17.5 sac 1.0469e-05
539 -17.5 sac 9.47159e-06
540 -17.5 sac 8.56918e-06
541 -17.5 sac 7.75274e-06
542 -17.5 sac 7.01409e-06
543 -17.5 sac 6.34582e-06
544 -17.5 sac 5.74122e-06
545 -17.5 sac 5.19422e-06
546 -17.5 sac 4.69933e-06
547 -17.5 sac 4.2516e-06
548 -17.5 sac 3.84653e-06
549 -17.5 sac 3.48004e-06
550 -17.5 sac 3.14848e-06
551 -17.5 sac 2.84851e-06
552 -17.5 sac 2.57711e-06
553 -17.5 sac 2.33158e-06
554 -17.5 sac 2.10943e-06
555 -17.5 sac 1.90845e-06
556 -17.5 sac 1.72663e-06
557 -17.5 sac 1.56212e-06
558 -17.5 sac 1.41329e-06
559 -17.5 sac 1.27863e-06
560 -17.5 sac 1.15681e-06
561 -17.5 sac 1.0466e-06
562 -17.5 sac 9.4688e-07
563 -17.5 sac 8.56665e-07
564 -17.5 sac 7.75046e-07
565 -17.5 sac 7.01203e-07
566 -17.5 sac 6.34395e-07
567 -17.5 sac 5.73953e-07
568 -17.5 sac 5.19269e-07
569 -17.5 sac 4.69795e-07
570 -17.5 sac 4.25035e-07
571 -17.5 sac 3.84539e-07
572 -17.5 sac 3.47902e-07
573 -17.5 sac 3.14755e-07
574 -17.5 sac 2.84767e-07
575 -17.5 sac 2.57635e-07
576 -17.5 sac 2.33089e-07
577 -17.5 sac 2.10881e-07
578 -17.5 sac 1.90789e-07
579 -17.5 sac 1.72612e-07
580 -17.5 sac 1.56166e-07
581 -17.5 sac 1.41287e-07
582 -17.5 sac 1.27826e-07
583 -17.5 sac 1.15647e-07
584 -17.5 sac 1.04629e-07
585 -17.5 sac 9.46601e-08
586 -17.5 sac 8.56413e-08
587 -17.5 sac 7.74818e-08
588 -17.5 sac 7.00996e-08
589 -17.5 sac 6.34208e-08
590 -17.5 sac 5.73783e-08
591 -17.5 sac 5.19116e-08
592 -17.5 sac 4.69656e-08
593 -17.5 sac 4.2491e-08
594 -17.5 sac 3.84426e-08
595 -17.5 sac 3.47799e-08
596 -17.5 sac 3.14663e-08
597 -17.5 sac 2.84683e-08
598 -17.5 sac 2.57559e-08
599 -17.5 sac 2.3302e-08
600 -17.5 sac 2.10819e-08
601 -17.5 sac 1.90733e-08
602 -17.5 sac 1.72561e-08
603 -17.5 sac 1.5612e-08
604 -17.5 sac 1.41245e-08
605 -17.5 sac 1.27788e-08
606 -17.5 sac 1.15613e-08
607 -17.5 sac 1.04598e-08
608 -17.5 sac 9.46322e-09
609 -17.5 sac 8.56161e-09
610 -17.5 sac 7.74589e-09
611 -17.5 sac 7.0079e-09
612 -17.5 sac 6.34021e-09
613 -17.5 sac 5.73614e-09
614 -17.5 sac 5.18963e-09
615 -17.5 sac 4.69518e-09
616 -17.5 sac 4.24784e-09
617 -17.5 sac 3.84313e-09
618 -17.5 sac 3.47697e-09
619 -17.5 sac 3.1457e-09
620 -17.5 sac 2.84599e-09
621 -17.5 sac 2.57483e-09
622 -17.5 sac 2.32952e-09
623 -17.5 sac 2.10757e-09
624 -17.5 sac 1.90677e-09
625 -17.5 sac 1.7251e-09
626 -17.5 sac 1.56074e-09
627 -17.5 sac 1.41204e-09
628 -17.5 sac 1.2775e-09
629 -17.5 sac 1.15579e-09
630 -17.5 sac 1.04567e-09
631 -17.5 sac 9.46044e-10
632 -17.5 sac 8.55908e-10
633 -17.5 sac 7.74361e-10
634 -17.5 sac 7.00583e-10
635 -17.5 sac 6.33834e-10
636 -17.5 sac 5.73445e-10
637 -17.5 sac 5.1881e-10
638 -17.5 sac 4.6938e-10
639 -17.5 sac 4.24659e-10
640 -17.5 sac 3.84199e-10
641 -17.5 sac 3.47594e-10
642 -17.5 sac 3.14477e-10
643 -17.5 sac 2.84515e-10
644 -17.5 sac 2.57408e-10
645 -17.5 sac 2.32883e-10
646 -17.5 sac 2.10695e-10
647 -17.5 sac 1.90621e-10
648 -17.5 sac 1.72459e-10
649 -17.5 sac 1.56028e-10
650 -17.5 sac 1.41162e-10
651 -17.5 sac 1.27713e-10
652 -17.5 sac 1.15545e-10
653 -17.5 sac 1.04536e-10
654 -17.5 sac 9.45765e-11
655 -17.5 sac 8.55656e-11
656 -17.5 sac 7.74133e-11
657 -17.5 sac 7.00377e-11
658 -17.5 sac 6.33648e-11
659 -17.5 sac 5.73276e-11
660 -17.5 sac 5.18657e-11
661 -17.5 sac 4.69241e-11
662 -17.5 sac 4.24534e-11
663 -17.5 sac 3.84086e-11
664 -17.5 sac 3.47492e-11
665 -17.5 sac 3.14384e-11
666 -17.5 sac 2.84431e-11
667 -17.5 sac 2.57332e-11
668 -17.5 sac 2.32814e-11
669 -17.5 sac 2.10633e-11
670 -17.5 sac 1.90564e-11
671 -17.5 sac 1.72408e-11
672 -17.5 sac 1.55982e-11
673 -17.5 sac 1.41121e-11
674 -17.5 sac 1.27675e-11
675 -17.5 sac 1.15511e-11
676 -17.5 sac 1.04505e-11
384 -8.75 sac 1.48358
385 -8.75 sac 2.43432
386 -8.75 sac 2.98381
387 -8.75 sac 3.25866
388 -8.75 sac 3.34826
389 -8.75 sac 3.31552
390 -8.75 sac 4.68805
391 -8.75 sac 5.48004
392 -8.75 sac 7.3278
393 -8.75 sac 9.83948
394 -8.75 sac 11.2293
395 -8.75 sac 13.3082
396 -8.75 sac 14.3239
397 -8.75 sac 14.5932
398 -8.75 sac 14.372
399 -8.75 sac 13.8393
400 -8.75 sac 13.1193
401 -8.75 sac 12.2977
402 -8.75 sac 11.4325
403 -8.75 sac 10.5625
404 -8.75 sac 9.71309
405 -8.75 sac 8.89995
406 -8.75 sac 8.13233
407 -8.75 sac 7.415
408 -8.75 sac 6.74966
409 -8.75 sac 6.13601
410 -8.75 sac 5.57246
411 -8.75 sac 5.0566
412 -8.75 sac 4.58561
413 -8.75 sac 4.15643
414 -8.75 sac 3.76594
415 -8.75 sac 3.41109
416 -8.75 sac 3.08892
417 -8.75 sac 2.79664
418 -8.75 sac 2.53164
419 -8.75 sac 2.29147
420 -8.75 sac 2.07389
421 -8.75 sac 1.87683
422 -8.75 sac 1.69839
423 -8.75 sac 1.53684
424 -8.75 sac 1.39061
425 -8.75 sac 1.25826
426 -8.75 sac 1.13848
427 -8.75 sac 1.03008
428 -8.75 sac 0.93199
429 -8.75 sac 0.84323
430 -8.75 sac 0.762917
431 -8.75 sac 0.690248
432 -8.75 sac 0.624497
433 -8.75 sac 0.565007
434 -8.75 sac 0.511182
435 -8.75 sac 0.462484
436 -8.75 sac 0.418424
437 -8.75 sac 0.378561
438 -8.75 sac 0.342495
439 -8.75 sac 0.309865
440 -8.75 sac 0.280343
441 -8.75 sac 0.253634
442 -8.75 sac 0.229469
443 -8.75 sac 0.207606
444 -8.75 sac 0.187827
445 -8.75 sac 0.169932
446 -8.75 sac 0.153741
