ConductanceBubbleGraph 
t space sac/bip/ica g 
625 -17.7058 bip 0.160095
626 -17.7058 bip 0.160091
627 -17.7058 bip 0.160087
628 -17.7058 bip 0.160083
629 -17.7058 bip 0.160079
630 -17.7058 bip 0.160076
631 -17.7058 bip 0.160072
632 -17.7058 bip 0.160069
633 -17.7058 bip 0.160066
634 -17.7058 bip 0.160063
635 -17.7058 bip 0.16006
636 -17.7058 bip 0.160057
637 -17.7058 bip 0.160055
638 -17.7058 bip 0.160052
639 -17.7058 bip 0.16005
640 -17.7058 bip 0.160048
641 -17.7058 bip 0.160045
642 -17.7058 bip 0.160043
643 -17.7058 bip 0.160041
644 -17.7058 bip 0.16004
645 -17.7058 bip 0.160038
646 -17.7058 bip 0.160036
647 -17.7058 bip 0.160034
648 -17.7058 bip 0.160033
649 -17.7058 bip 0.160031
650 -17.7058 bip 0.16003
651 -17.7058 bip 0.160029
652 -17.7058 bip 0.160027
653 -17.7058 bip 0.160026
654 -17.7058 bip 0.160025
655 -17.7058 bip 0.160024
656 -17.7058 bip 0.160023
657 -17.7058 bip 0.160022
658 -17.7058 bip 0.160021
659 -17.7058 bip 0.16002
660 -17.7058 bip 0.160019
661 -17.7058 bip 0.160018
662 -17.7058 bip 0.160017
663 -17.7058 bip 0.160016
664 -17.7058 bip 0.160016
665 -17.7058 bip 0.160015
666 -17.7058 bip 0.160014
667 -17.7058 bip 0.160014
668 -17.7058 bip 0.160013
669 -17.7058 bip 0.160012
670 -17.7058 bip 0.160012
671 -17.7058 bip 0.160011
672 -17.7058 bip 0.160011
673 -17.7058 bip 0.16001
674 -17.7058 bip 0.16001
675 -17.7058 bip 0.160009
676 -17.7058 bip 0.160009
677 -17.7058 bip 0.160009
678 -17.7058 bip 0.160008
679 -17.7058 bip 0.160008
680 -17.7058 bip 0.160007
681 -17.7058 bip 0.160007
682 -17.7058 bip 0.160007
683 -17.7058 bip 0.160006
684 -17.7058 bip 0.160006
685 -17.7058 bip 0.160006
686 -17.7058 bip 0.160006
687 -17.7058 bip 0.160005
688 -17.7058 bip 0.160005
689 -17.7058 bip 0.160005
690 -17.7058 bip 0.160005
691 -17.7058 bip 0.160004
692 -17.7058 bip 0.160004
693 -17.7058 bip 0.160004
694 -17.7058 bip 0.160004
695 -17.7058 bip 0.160004
696 -17.7058 bip 0.160004
697 -17.7058 bip 0.160003
698 -17.7058 bip 0.160003
699 -17.7058 bip 0.160003
700 -17.7058 bip 0.160003
701 -17.7058 bip 0.160003
702 -17.7058 bip 0.160003
703 -17.7058 bip 0.160003
704 -17.7058 bip 0.160002
705 -17.7058 bip 0.160002
706 -17.7058 bip 0.160002
707 -17.7058 bip 0.160002
708 -17.7058 bip 0.160002
709 -17.7058 bip 0.160002
710 -17.7058 bip 0.160002
711 -17.7058 bip 0.160002
712 -17.7058 bip 0.160002
713 -17.7058 bip 0.160002
714 -17.7058 bip 0.160002
715 -17.7058 bip 0.160001
716 -17.7058 bip 0.160001
717 -17.7058 bip 0.160001
718 -17.7058 bip 0.160001
719 -17.7058 bip 0.160001
720 -17.7058 bip 0.160001
721 -17.7058 bip 0.160001
722 -17.7058 bip 0.160001
723 -17.7058 bip 0.160001
724 -17.7058 bip 0.160001
725 -17.7058 bip 0.160001
726 -17.7058 bip 0.160001
727 -17.7058 bip 0.160001
728 -17.7058 bip 0.160001
729 -17.7058 bip 0.160001
730 -17.7058 bip 0.160001
731 -17.7058 bip 0.160001
732 -17.7058 bip 0.160001
733 -17.7058 bip 0.160001
734 -17.7058 bip 0.160001
735 -17.7058 bip 0.160001
736 -17.7058 bip 0.160001
737 -17.7058 bip 0.160001
738 -17.7058 bip 0.16
739 -17.7058 bip 0.16
740 -17.7058 bip 0.16
741 -17.7058 bip 0.16
742 -17.7058 bip 0.16
743 -17.7058 bip 0.16
744 -17.7058 bip 0.16
745 -17.7058 bip 0.16
746 -17.7058 bip 0.16
747 -17.7058 bip 0.16
748 -17.7058 bip 0.16
749 -17.7058 bip 0.16
750 -17.7058 bip 0.16
751 -17.7058 bip 0.16
752 -17.7058 bip 0.16
753 -17.7058 bip 0.16
754 -17.7058 bip 0.16
755 -17.7058 bip 0.16
756 -17.7058 bip 0.16
757 -17.7058 bip 0.16
758 -17.7058 bip 0.16
759 -17.7058 bip 0.16
760 -17.7058 bip 0.16
761 -17.7058 bip 0.16
762 -17.7058 bip 0.16
763 -17.7058 bip 0.16
764 -17.7058 bip 0.16
765 -17.7058 bip 0.16
766 -17.7058 bip 0.16
767 -17.7058 bip 0.16
768 -17.7058 bip 0.16
769 -17.7058 bip 0.16
770 -17.7058 bip 0.16
771 -17.7058 bip 0.16
772 -17.7058 bip 0.16
773 -17.7058 bip 0.16
774 -17.7058 bip 0.16
775 -17.7058 bip 0.16
776 -17.7058 bip 0.16
777 -17.7058 bip 0.16
778 -17.7058 bip 0.16
779 -17.7058 bip 0.16
780 -17.7058 bip 0.16
781 -17.7058 bip 0.16
782 -17.7058 bip 0.16
783 -17.7058 bip 0.16
784 -17.7058 bip 0.16
785 -17.7058 bip 0.16
786 -17.7058 bip 0.16
787 -17.7058 bip 0.16
788 -17.7058 bip 0.16
789 -17.7058 bip 0.16
790 -17.7058 bip 0.16
791 -17.7058 bip 0.16
792 -17.7058 bip 0.16
793 -17.7058 bip 0.16
794 -17.7058 bip 0.16
795 -17.7058 bip 0.16
796 -17.7058 bip 0.16
797 -17.7058 bip 0.16
798 -17.7058 bip 0.16
799 -17.7058 bip 0.16
374 -17.9116 bip 0.215666
375 -17.9116 bip 0.313697
376 -17.9116 bip 0.402033
377 -17.9116 bip 0.481388
378 -17.9116 bip 0.552426
379 -17.9116 bip 0.615771
380 -17.9116 bip 0.672004
381 -17.9116 bip 0.721667
382 -17.9116 bip 0.765269
383 -17.9116 bip 0.803281
384 -17.9116 bip 0.836146
385 -17.9116 bip 0.864276
386 -17.9116 bip 0.888053
387 -17.9116 bip 0.907836
388 -17.9116 bip 0.923957
389 -17.9116 bip 0.936728
390 -17.9116 bip 0.946435
391 -17.9116 bip 0.953348
392 -17.9116 bip 0.957716
393 -17.9116 bip 0.959771
394 -17.9116 bip 0.959729
395 -17.9116 bip 0.957788
396 -17.9116 bip 0.954134
397 -17.9116 bip 0.948939
398 -17.9116 bip 0.942362
399 -17.9116 bip 0.934549
400 -17.9116 bip 0.925638
401 -17.9116 bip 0.915754
402 -17.9116 bip 0.905013
403 -17.9116 bip 0.893522
404 -17.9116 bip 0.881379
405 -17.9116 bip 0.868677
406 -17.9116 bip 0.855497
407 -17.9116 bip 0.841918
408 -17.9116 bip 0.828008
409 -17.9116 bip 0.813834
410 -17.9116 bip 0.799453
411 -17.9116 bip 0.78492
412 -17.9116 bip 0.770283
413 -17.9116 bip 0.755587
414 -17.9116 bip 0.740874
415 -17.9116 bip 0.726179
416 -17.9116 bip 0.711535
417 -17.9116 bip 0.696974
418 -17.9116 bip 0.68252
419 -17.9116 bip 0.6682
420 -17.9116 bip 0.654033
421 -17.9116 bip 0.640039
422 -17.9116 bip 0.626236
423 -17.9116 bip 0.612637
424 -17.9116 bip 0.599255
425 -17.9116 bip 0.586102
426 -17.9116 bip 0.573187
427 -17.9116 bip 0.560518
428 -17.9116 bip 0.548103
429 -17.9116 bip 0.535945
430 -17.9116 bip 0.524051
431 -17.9116 bip 0.512422
432 -17.9116 bip 0.501062
433 -17.9116 bip 0.489971
434 -17.9116 bip 0.479152
435 -17.9116 bip 0.468602
436 -17.9116 bip 0.458323
437 -17.9116 bip 0.448312
438 -17.9116 bip 0.438568
439 -17.9116 bip 0.429089
440 -17.9116 bip 0.419871
441 -17.9116 bip 0.410913
442 -17.9116 bip 0.40221
443 -17.9116 bip 0.39376
444 -17.9116 bip 0.385558
445 -17.9116 bip 0.377599
446 -17.9116 bip 0.369881
447 -17.9116 bip 0.362397
448 -17.9116 bip 0.355145
449 -17.9116 bip 0.348118
450 -17.9116 bip 0.341313
451 -17.9116 bip 0.334724
452 -17.9116 bip 0.328347
453 -17.9116 bip 0.322175
454 -17.9116 bip 0.316206
455 -17.9116 bip 0.310433
456 -17.9116 bip 0.304851
457 -17.9116 bip 0.299457
458 -17.9116 bip 0.294243
459 -17.9116 bip 0.289207
460 -17.9116 bip 0.284343
461 -17.9116 bip 0.279645
462 -17.9116 bip 0.27511
463 -17.9116 bip 0.270733
464 -17.9116 bip 0.266509
465 -17.9116 bip 0.262434
466 -17.9116 bip 0.258503
467 -17.9116 bip 0.254711
468 -17.9116 bip 0.251056
469 -17.9116 bip 0.247531
470 -17.9116 bip 0.244134
471 -17.9116 bip 0.24086
472 -17.9116 bip 0.237705
473 -17.9116 bip 0.234665
474 -17.9116 bip 0.231737
475 -17.9116 bip 0.228918
476 -17.9116 bip 0.226202
477 -17.9116 bip 0.223588
478 -17.9116 bip 0.221071
479 -17.9116 bip 0.218648
480 -17.9116 bip 0.216316
481 -17.9116 bip 0.214073
482 -17.9116 bip 0.211914
483 -17.9116 bip 0.209837
484 -17.9116 bip 0.207839
485 -17.9116 bip 0.205918
486 -17.9116 bip 0.20407
487 -17.9116 bip 0.202293
488 -17.9116 bip 0.200585
489 -17.9116 bip 0.198943
490 -17.9116 bip 0.197364
491 -17.9116 bip 0.195847
492 -17.9116 bip 0.194389
493 -17.9116 bip 0.192988
494 -17.9116 bip 0.191641
495 -17.9116 bip 0.190348
496 -17.9116 bip 0.189105
497 -17.9116 bip 0.187912
498 -17.9116 bip 0.186765
499 -17.9116 bip 0.185665
500 -17.9116 bip 0.184607
501 -17.9116 bip 0.183592
502 -17.9116 bip 0.182618
503 -17.9116 bip 0.181682
504 -17.9116 bip 0.180784
505 -17.9116 bip 0.179922
506 -17.9116 bip 0.179094
507 -17.9116 bip 0.1783
508 -17.9116 bip 0.177538
509 -17.9116 bip 0.176806
510 -17.9116 bip 0.176105
511 -17.9116 bip 0.175431
512 -17.9116 bip 0.174786
513 -17.9116 bip 0.174166
514 -17.9116 bip 0.173572
515 -17.9116 bip 0.173002
516 -17.9116 bip 0.172455
517 -17.9116 bip 0.171931
518 -17.9116 bip 0.171428
519 -17.9116 bip 0.170946
520 -17.9116 bip 0.170483
521 -17.9116 bip 0.17004
522 -17.9116 bip 0.169615
523 -17.9116 bip 0.169208
524 -17.9116 bip 0.168817
525 -17.9116 bip 0.168443
526 -17.9116 bip 0.168084
527 -17.9116 bip 0.167741
528 -17.9116 bip 0.167411
529 -17.9116 bip 0.167095
530 -17.9116 bip 0.166793
531 -17.9116 bip 0.166503
532 -17.9116 bip 0.166225
533 -17.9116 bip 0.165958
534 -17.9116 bip 0.165703
535 -17.9116 bip 0.165459
536 -17.9116 bip 0.165225
537 -17.9116 bip 0.165001
538 -17.9116 bip 0.164786
539 -17.9116 bip 0.16458
540 -17.9116 bip 0.164383
541 -17.9116 bip 0.164194
542 -17.9116 bip 0.164014
543 -17.9116 bip 0.163841
544 -17.9116 bip 0.163675
545 -17.9116 bip 0.163516
546 -17.9116 bip 0.163364
547 -17.9116 bip 0.163219
548 -17.9116 bip 0.163079
549 -17.9116 bip 0.162946
550 -17.9116 bip 0.162818
551 -17.9116 bip 0.162696
552 -17.9116 bip 0.162579
553 -17.9116 bip 0.162467
554 -17.9116 bip 0.16236
555 -17.9116 bip 0.162257
556 -17.9116 bip 0.162159
557 -17.9116 bip 0.162065
558 -17.9116 bip 0.161975
559 -17.9116 bip 0.161889
560 -17.9116 bip 0.161806
561 -17.9116 bip 0.161727
562 -17.9116 bip 0.161652
563 -17.9116 bip 0.16158
564 -17.9116 bip 0.16151
565 -17.9116 bip 0.161444
566 -17.9116 bip 0.161381
567 -17.9116 bip 0.16132
568 -17.9116 bip 0.161263
569 -17.9116 bip 0.161207
570 -17.9116 bip 0.161154
571 -17.9116 bip 0.161103
572 -17.9116 bip 0.161055
573 -17.9116 bip 0.161009
574 -17.9116 bip 0.160964
575 -17.9116 bip 0.160922
576 -17.9116 bip 0.160881
577 -17.9116 bip 0.160842
578 -17.9116 bip 0.160805
579 -17.9116 bip 0.16077
580 -17.9116 bip 0.160736
581 -17.9116 bip 0.160703
582 -17.9116 bip 0.160672
583 -17.9116 bip 0.160642
584 -17.9116 bip 0.160614
585 -17.9116 bip 0.160587
586 -17.9116 bip 0.160561
587 -17.9116 bip 0.160536
588 -17.9116 bip 0.160512
589 -17.9116 bip 0.16049
590 -17.9116 bip 0.160468
591 -17.9116 bip 0.160447
592 -17.9116 bip 0.160427
593 -17.9116 bip 0.160408
594 -17.9116 bip 0.16039
595 -17.9116 bip 0.160373
596 -17.9116 bip 0.160356
597 -17.9116 bip 0.16034
598 -17.9116 bip 0.160325
599 -17.9116 bip 0.160311
600 -17.9116 bip 0.160297
601 -17.9116 bip 0.160284
602 -17.9116 bip 0.160271
603 -17.9116 bip 0.160259
604 -17.9116 bip 0.160247
605 -17.9116 bip 0.160236
606 -17.9116 bip 0.160226
607 -17.9116 bip 0.160216
608 -17.9116 bip 0.160206
609 -17.9116 bip 0.160197
610 -17.9116 bip 0.160188
611 -17.9116 bip 0.16018
612 -17.9116 bip 0.160172
613 -17.9116 bip 0.160164
614 -17.9116 bip 0.160157
615 -17.9116 bip 0.16015
616 -17.9116 bip 0.160143
617 -17.9116 bip 0.160136
618 -17.9116 bip 0.16013
619 -17.9116 bip 0.160124
620 -17.9116 bip 0.160119
621 -17.9116 bip 0.160114
622 -17.9116 bip 0.160108
623 -17.9116 bip 0.160104
624 -17.9116 bip 0.160099
625 -17.9116 bip 0.160094
626 -17.9116 bip 0.16009
627 -17.9116 bip 0.160086
628 -17.9116 bip 0.160082
629 -17.9116 bip 0.160079
630 -17.9116 bip 0.160075
631 -17.9116 bip 0.160072
632 -17.9116 bip 0.160068
633 -17.9116 bip 0.160065
634 -17.9116 bip 0.160062
635 -17.9116 bip 0.16006
636 -17.9116 bip 0.160057
637 -17.9116 bip 0.160054
638 -17.9116 bip 0.160052
639 -17.9116 bip 0.16005
640 -17.9116 bip 0.160047
641 -17.9116 bip 0.160045
642 -17.9116 bip 0.160043
643 -17.9116 bip 0.160041
644 -17.9116 bip 0.160039
645 -17.9116 bip 0.160038
646 -17.9116 bip 0.160036
647 -17.9116 bip 0.160034
648 -17.9116 bip 0.160033
649 -17.9116 bip 0.160031
650 -17.9116 bip 0.16003
651 -17.9116 bip 0.160028
652 -17.9116 bip 0.160027
653 -17.9116 bip 0.160026
654 -17.9116 bip 0.160025
655 -17.9116 bip 0.160024
656 -17.9116 bip 0.160023
657 -17.9116 bip 0.160021
658 -17.9116 bip 0.160021
659 -17.9116 bip 0.16002
660 -17.9116 bip 0.160019
661 -17.9116 bip 0.160018
662 -17.9116 bip 0.160017
663 -17.9116 bip 0.160016
664 -17.9116 bip 0.160016
665 -17.9116 bip 0.160015
666 -17.9116 bip 0.160014
667 -17.9116 bip 0.160013
668 -17.9116 bip 0.160013
669 -17.9116 bip 0.160012
670 -17.9116 bip 0.160012
671 -17.9116 bip 0.160011
672 -17.9116 bip 0.160011
673 -17.9116 bip 0.16001
674 -17.9116 bip 0.16001
675 -17.9116 bip 0.160009
676 -17.9116 bip 0.160009
677 -17.9116 bip 0.160008
678 -17.9116 bip 0.160008
679 -17.9116 bip 0.160008
680 -17.9116 bip 0.160007
681 -17.9116 bip 0.160007
682 -17.9116 bip 0.160007
683 -17.9116 bip 0.160006
684 -17.9116 bip 0.160006
685 -17.9116 bip 0.160006
686 -17.9116 bip 0.160006
687 -17.9116 bip 0.160005
688 -17.9116 bip 0.160005
689 -17.9116 bip 0.160005
690 -17.9116 bip 0.160005
691 -17.9116 bip 0.160004
692 -17.9116 bip 0.160004
693 -17.9116 bip 0.160004
694 -17.9116 bip 0.160004
695 -17.9116 bip 0.160004
696 -17.9116 bip 0.160003
697 -17.9116 bip 0.160003
698 -17.9116 bip 0.160003
699 -17.9116 bip 0.160003
700 -17.9116 bip 0.160003
701 -17.9116 bip 0.160003
702 -17.9116 bip 0.160003
703 -17.9116 bip 0.160003
704 -17.9116 bip 0.160002
705 -17.9116 bip 0.160002
706 -17.9116 bip 0.160002
707 -17.9116 bip 0.160002
708 -17.9116 bip 0.160002
709 -17.9116 bip 0.160002
710 -17.9116 bip 0.160002
711 -17.9116 bip 0.160002
712 -17.9116 bip 0.160002
713 -17.9116 bip 0.160002
714 -17.9116 bip 0.160001
715 -17.9116 bip 0.160001
716 -17.9116 bip 0.160001
717 -17.9116 bip 0.160001
718 -17.9116 bip 0.160001
719 -17.9116 bip 0.160001
720 -17.9116 bip 0.160001
721 -17.9116 bip 0.160001
722 -17.9116 bip 0.160001
723 -17.9116 bip 0.160001
724 -17.9116 bip 0.160001
725 -17.9116 bip 0.160001
726 -17.9116 bip 0.160001
727 -17.9116 bip 0.160001
728 -17.9116 bip 0.160001
729 -17.9116 bip 0.160001
730 -17.9116 bip 0.160001
731 -17.9116 bip 0.160001
732 -17.9116 bip 0.160001
733 -17.9116 bip 0.160001
734 -17.9116 bip 0.160001
735 -17.9116 bip 0.160001
736 -17.9116 bip 0.160001
737 -17.9116 bip 0.160001
738 -17.9116 bip 0.16
739 -17.9116 bip 0.16
740 -17.9116 bip 0.16
741 -17.9116 bip 0.16
742 -17.9116 bip 0.16
743 -17.9116 bip 0.16
744 -17.9116 bip 0.16
745 -17.9116 bip 0.16
746 -17.9116 bip 0.16
747 -17.9116 bip 0.16
748 -17.9116 bip 0.16
749 -17.9116 bip 0.16
750 -17.9116 bip 0.16
751 -17.9116 bip 0.16
752 -17.9116 bip 0.16
753 -17.9116 bip 0.16
754 -17.9116 bip 0.16
755 -17.9116 bip 0.16
756 -17.9116 bip 0.16
757 -17.9116 bip 0.16
758 -17.9116 bip 0.16
759 -17.9116 bip 0.16
760 -17.9116 bip 0.16
761 -17.9116 bip 0.16
762 -17.9116 bip 0.16
763 -17.9116 bip 0.16
764 -17.9116 bip 0.16
765 -17.9116 bip 0.16
766 -17.9116 bip 0.16
767 -17.9116 bip 0.16
768 -17.9116 bip 0.16
769 -17.9116 bip 0.16
770 -17.9116 bip 0.16
771 -17.9116 bip 0.16
772 -17.9116 bip 0.16
773 -17.9116 bip 0.16
774 -17.9116 bip 0.16
775 -17.9116 bip 0.16
776 -17.9116 bip 0.16
777 -17.9116 bip 0.16
778 -17.9116 bip 0.16
779 -17.9116 bip 0.16
780 -17.9116 bip 0.16
781 -17.9116 bip 0.16
782 -17.9116 bip 0.16
783 -17.9116 bip 0.16
784 -17.9116 bip 0.16
785 -17.9116 bip 0.16
786 -17.9116 bip 0.16
787 -17.9116 bip 0.16
788 -17.9116 bip 0.16
789 -17.9116 bip 0.16
790 -17.9116 bip 0.16
791 -17.9116 bip 0.16
792 -17.9116 bip 0.16
793 -17.9116 bip 0.16
794 -17.9116 bip 0.16
795 -17.9116 bip 0.16
796 -17.9116 bip 0.16
797 -17.9116 bip 0.16
798 -17.9116 bip 0.16
799 -17.9116 bip 0.16
367 -28.1658 bip 0.233857
368 -28.1658 bip 0.330108
369 -28.1658 bip 0.416795
370 -28.1658 bip 0.494622
371 -28.1658 bip 0.564246
372 -28.1658 bip 0.626284
373 -28.1658 bip 0.681309
374 -28.1658 bip 0.729857
375 -28.1658 bip 0.77243
376 -28.1658 bip 0.809495
377 -28.1658 bip 0.841488
378 -28.1658 bip 0.868815
379 -28.1658 bip 0.891856
380 -28.1658 bip 0.910964
381 -28.1658 bip 0.926467
382 -28.1658 bip 0.938671
383 -28.1658 bip 0.947862
384 -28.1658 bip 0.954305
385 -28.1658 bip 0.958245
386 -28.1658 bip 0.959911
387 -28.1658 bip 0.959516
388 -28.1658 bip 0.957257
389 -28.1658 bip 0.953317
390 -28.1658 bip 0.947865
391 -28.1658 bip 0.941057
392 -28.1658 bip 0.93304
393 -28.1658 bip 0.923947
394 -28.1658 bip 0.913902
395 -28.1658 bip 0.90302
396 -28.1658 bip 0.891406
397 -28.1658 bip 0.879157
398 -28.1658 bip 0.866364
399 -28.1658 bip 0.853107
400 -28.1658 bip 0.839464
401 -28.1658 bip 0.825503
402 -28.1658 bip 0.811288
403 -28.1658 bip 0.796876
404 -28.1658 bip 0.782321
405 -28.1658 bip 0.76767
406 -28.1658 bip 0.752969
407 -28.1658 bip 0.738256
408 -28.1658 bip 0.723568
409 -28.1658 bip 0.708937
410 -28.1658 bip 0.694392
411 -28.1658 bip 0.679961
412 -28.1658 bip 0.665666
413 -28.1658 bip 0.651529
414 -28.1658 bip 0.637568
415 -28.1658 bip 0.6238
416 -28.1658 bip 0.610238
417 -28.1658 bip 0.596897
418 -28.1658 bip 0.583786
419 -28.1658 bip 0.570914
420 -28.1658 bip 0.55829
421 -28.1658 bip 0.54592
422 -28.1658 bip 0.533809
423 -28.1658 bip 0.521961
424 -28.1658 bip 0.51038
425 -28.1658 bip 0.499068
426 -28.1658 bip 0.488026
427 -28.1658 bip 0.477254
428 -28.1658 bip 0.466753
429 -28.1658 bip 0.456521
430 -28.1658 bip 0.446558
431 -28.1658 bip 0.436861
432 -28.1658 bip 0.427429
433 -28.1658 bip 0.418258
434 -28.1658 bip 0.409346
435 -28.1658 bip 0.400688
436 -28.1658 bip 0.392282
437 -28.1658 bip 0.384123
438 -28.1658 bip 0.376208
439 -28.1658 bip 0.368532
440 -28.1658 bip 0.36109
441 -28.1658 bip 0.353878
442 -28.1658 bip 0.346891
443 -28.1658 bip 0.340125
444 -28.1658 bip 0.333574
445 -28.1658 bip 0.327233
446 -28.1658 bip 0.321098
447 -28.1658 bip 0.315164
448 -28.1658 bip 0.309426
449 -28.1658 bip 0.303878
450 -28.1658 bip 0.298516
451 -28.1658 bip 0.293334
452 -28.1658 bip 0.288329
453 -28.1658 bip 0.283494
454 -28.1658 bip 0.278826
455 -28.1658 bip 0.27432
456 -28.1658 bip 0.26997
457 -28.1658 bip 0.265773
458 -28.1658 bip 0.261724
459 -28.1658 bip 0.257818
460 -28.1658 bip 0.254051
461 -28.1658 bip 0.250419
462 -28.1658 bip 0.246917
463 -28.1658 bip 0.243542
464 -28.1658 bip 0.240289
465 -28.1658 bip 0.237155
466 -28.1658 bip 0.234136
467 -28.1658 bip 0.231228
468 -28.1658 bip 0.228427
469 -28.1658 bip 0.225729
470 -28.1658 bip 0.223133
471 -28.1658 bip 0.220633
472 -28.1658 bip 0.218226
473 -28.1658 bip 0.215911
474 -28.1658 bip 0.213682
475 -28.1658 bip 0.211538
476 -28.1658 bip 0.209476
477 -28.1658 bip 0.207492
478 -28.1658 bip 0.205584
479 -28.1658 bip 0.203749
480 -28.1658 bip 0.201984
481 -28.1658 bip 0.200288
482 -28.1658 bip 0.198657
483 -28.1658 bip 0.19709
484 -28.1658 bip 0.195583
485 -28.1658 bip 0.194135
486 -28.1658 bip 0.192744
487 -28.1658 bip 0.191407
488 -28.1658 bip 0.190123
489 -28.1658 bip 0.188889
490 -28.1658 bip 0.187704
491 -28.1658 bip 0.186566
492 -28.1658 bip 0.185473
493 -28.1658 bip 0.184424
494 -28.1658 bip 0.183416
495 -28.1658 bip 0.182448
496 -28.1658 bip 0.181519
497 -28.1658 bip 0.180628
498 -28.1658 bip 0.179772
499 -28.1658 bip 0.17895
500 -28.1658 bip 0.178162
501 -28.1658 bip 0.177405
502 -28.1658 bip 0.176679
503 -28.1658 bip 0.175983
504 -28.1658 bip 0.175315
505 -28.1658 bip 0.174673
506 -28.1658 bip 0.174058
507 -28.1658 bip 0.173469
508 -28.1658 bip 0.172903
509 -28.1658 bip 0.17236
510 -28.1658 bip 0.17184
511 -28.1658 bip 0.171341
512 -28.1658 bip 0.170862
513 -28.1658 bip 0.170403
514 -28.1658 bip 0.169963
515 -28.1658 bip 0.169542
516 -28.1658 bip 0.169137
517 -28.1658 bip 0.16875
518 -28.1658 bip 0.168378
519 -28.1658 bip 0.168022
520 -28.1658 bip 0.167681
521 -28.1658 bip 0.167354
522 -28.1658 bip 0.16704
523 -28.1658 bip 0.16674
524 -28.1658 bip 0.166452
525 -28.1658 bip 0.166176
526 -28.1658 bip 0.165912
527 -28.1658 bip 0.165659
528 -28.1658 bip 0.165417
529 -28.1658 bip 0.165184
530 -28.1658 bip 0.164962
531 -28.1658 bip 0.164749
532 -28.1658 bip 0.164544
533 -28.1658 bip 0.164349
534 -28.1658 bip 0.164162
535 -28.1658 bip 0.163982
536 -28.1658 bip 0.16381
537 -28.1658 bip 0.163646
538 -28.1658 bip 0.163488
539 -28.1658 bip 0.163338
540 -28.1658 bip 0.163193
541 -28.1658 bip 0.163055
542 -28.1658 bip 0.162923
543 -28.1658 bip 0.162796
544 -28.1658 bip 0.162675
545 -28.1658 bip 0.162559
546 -28.1658 bip 0.162447
547 -28.1658 bip 0.162341
548 -28.1658 bip 0.162239
549 -28.1658 bip 0.162142
550 -28.1658 bip 0.162048
551 -28.1658 bip 0.161959
552 -28.1658 bip 0.161874
553 -28.1658 bip 0.161792
554 -28.1658 bip 0.161714
555 -28.1658 bip 0.161639
556 -28.1658 bip 0.161567
557 -28.1658 bip 0.161498
558 -28.1658 bip 0.161433
559 -28.1658 bip 0.16137
560 -28.1658 bip 0.16131
561 -28.1658 bip 0.161253
562 -28.1658 bip 0.161198
563 -28.1658 bip 0.161145
564 -28.1658 bip 0.161095
565 -28.1658 bip 0.161047
566 -28.1658 bip 0.161001
567 -28.1658 bip 0.160957
568 -28.1658 bip 0.160914
569 -28.1658 bip 0.160874
570 -28.1658 bip 0.160836
571 -28.1658 bip 0.160799
572 -28.1658 bip 0.160763
573 -28.1658 bip 0.16073
574 -28.1658 bip 0.160698
575 -28.1658 bip 0.160667
576 -28.1658 bip 0.160637
577 -28.1658 bip 0.160609
578 -28.1658 bip 0.160582
579 -28.1658 bip 0.160556
580 -28.1658 bip 0.160532
581 -28.1658 bip 0.160508
582 -28.1658 bip 0.160486
583 -28.1658 bip 0.160464
584 -28.1658 bip 0.160443
585 -28.1658 bip 0.160424
586 -28.1658 bip 0.160405
587 -28.1658 bip 0.160387
588 -28.1658 bip 0.16037
589 -28.1658 bip 0.160353
590 -28.1658 bip 0.160338
591 -28.1658 bip 0.160323
592 -28.1658 bip 0.160308
593 -28.1658 bip 0.160294
594 -28.1658 bip 0.160281
595 -28.1658 bip 0.160269
596 -28.1658 bip 0.160257
597 -28.1658 bip 0.160245
598 -28.1658 bip 0.160234
599 -28.1658 bip 0.160224
600 -28.1658 bip 0.160214
601 -28.1658 bip 0.160204
602 -28.1658 bip 0.160195
603 -28.1658 bip 0.160186
604 -28.1658 bip 0.160178
605 -28.1658 bip 0.16017
606 -28.1658 bip 0.160163
607 -28.1658 bip 0.160155
608 -28.1658 bip 0.160148
609 -28.1658 bip 0.160142
610 -28.1658 bip 0.160135
611 -28.1658 bip 0.160129
612 -28.1658 bip 0.160123
613 -28.1658 bip 0.160118
614 -28.1658 bip 0.160113
615 -28.1658 bip 0.160108
616 -28.1658 bip 0.160103
617 -28.1658 bip 0.160098
618 -28.1658 bip 0.160094
619 -28.1658 bip 0.160089
620 -28.1658 bip 0.160085
621 -28.1658 bip 0.160082
622 -28.1658 bip 0.160078
623 -28.1658 bip 0.160074
624 -28.1658 bip 0.160071
625 -28.1658 bip 0.160068
626 -28.1658 bip 0.160065
627 -28.1658 bip 0.160062
628 -28.1658 bip 0.160059
629 -28.1658 bip 0.160056
630 -28.1658 bip 0.160054
631 -28.1658 bip 0.160051
632 -28.1658 bip 0.160049
633 -28.1658 bip 0.160047
634 -28.1658 bip 0.160045
635 -28.1658 bip 0.160043
636 -28.1658 bip 0.160041
637 -28.1658 bip 0.160039
638 -28.1658 bip 0.160037
639 -28.1658 bip 0.160036
640 -28.1658 bip 0.160034
641 -28.1658 bip 0.160032
642 -28.1658 bip 0.160031
643 -28.1658 bip 0.16003
644 -28.1658 bip 0.160028
645 -28.1658 bip 0.160027
646 -28.1658 bip 0.160026
